County,Vote type,Total ballots,Contest,Ballots cast,Undervotes
Chattooga,Election Day,3090,"Public Service Commission, District 4 - Northern",3042,48
Chattooga,Provisional,2,"Public Service Commission, District 4 - Northern",2,0
Cherokee,Absentee by Mail,2440,"Public Service Commission, District 4 - Northern",2334,106
Cherokee,Advance in Person,23437,"Public Service Commission, District 4 - Northern",22990,447
Cherokee,Election Day,40811,"Public Service Commission, District 4 - Northern",39867,944
Cherokee,Provisional,31,"Public Service Commission, District 4 - Northern",28,3
Clarke,Absentee by Mail,1152,"Public Service Commission, District 4 - Northern",1112,40
Clarke,Advance in Person,7332,"Public Service Commission, District 4 - Northern",7203,129
Clarke,Election Day,16976,"Public Service Commission, District 4 - Northern",16487,489
Clarke,Provisional,76,"Public Service Commission, District 4 - Northern",74,2
Clay,Absentee by Mail,90,"Public Service Commission, District 4 - Northern",82,8
Clay,Advance in Person,244,"Public Service Commission, District 4 - Northern",244,0
Clay,Election Day,602,"Public Service Commission, District 4 - Northern",602,0
Clay,Provisional,1,"Public Service Commission, District 4 - Northern",1,0
Clayton,Absentee by Mail,1772,"Public Service Commission, District 4 - Northern",1743,29
Clayton,Advance in Person,25878,"Public Service Commission, District 4 - Northern",25808,70
Clayton,Election Day,34794,"Public Service Commission, District 4 - Northern",34664,130
Clayton,Provisional,66,"Public Service Commission, District 4 - Northern",64,2
Clinch,Absentee by Mail,53,"Public Service Commission, District 4 - Northern",52,1
Clinch,Advance in Person,340,"Public Service Commission, District 4 - Northern",336,4
Clinch,Election Day,777,"Public Service Commission, District 4 - Northern",767,10
Clinch,Provisional,2,"Public Service Commission, District 4 - Northern",2,0
Cobb,Absentee by Mail,10616,"Public Service Commission, District 4 - Northern",10205,411
Cobb,Advance in Person,58755,"Public Service Commission, District 4 - Northern",57615,1140
Cobb,Election Day,143123,"Public Service Commission, District 4 - Northern",139109,4014
Cobb,Provisional,581,"Public Service Commission, District 4 - Northern",558,23
Coffee,Absentee by Mail,328,"Public Service Commission, District 4 - Northern",321,7
Coffee,Advance in Person,3477,"Public Service Commission, District 4 - Northern",3446,31
Coffee,Election Day,4390,"Public Service Commission, District 4 - Northern",4327,63
Coffee,Provisional,7,"Public Service Commission, District 4 - Northern",7,0
Colquitt,Absentee by Mail,172,"Public Service Commission, District 4 - Northern",168,4
Colquitt,Advance in Person,2409,"Public Service Commission, District 4 - Northern",2393,16
Colquitt,Election Day,5359,"Public Service Commission, District 4 - Northern",5313,46
Colquitt,Provisional,4,"Public Service Commission, District 4 - Northern",4,0
Columbia,Absentee by Mail,1698,"Public Service Commission, District 4 - Northern",1646,52
Columbia,Advance in Person,11710,"Public Service Commission, District 4 - Northern",11648,62
Columbia,Election Day,26403,"Public Service Commission, District 4 - Northern",26263,140
Columbia,Provisional,10,"Public Service Commission, District 4 - Northern",10,0
Cook,Absentee by Mail,113,"Public Service Commission, District 4 - Northern",113,0
Cook,Advance in Person,1115,"Public Service Commission, District 4 - Northern",1109,6
Cook,Election Day,2316,"Public Service Commission, District 4 - Northern",2300,16
Cook,Provisional,0,"Public Service Commission, District 4 - Northern",0,0
Coweta,Absentee by Mail,1733,"Public Service Commission, District 4 - Northern",1684,49
Coweta,Advance in Person,9167,"Public Service Commission, District 4 - Northern",9086,81
Coweta,Election Day,26256,"Public Service Commission, District 4 - Northern",26005,251
Coweta,Provisional,15,"Public Service Commission, District 4 - Northern",15,0
Crawford,Absentee by Mail,146,"Public Service Commission, District 4 - Northern",142,4
Crawford,Advance in Person,1092,"Public Service Commission, District 4 - Northern",1073,19
Crawford,Election Day,2012,"Public Service Commission, District 4 - Northern",1996,16
Crawford,Provisional,4,"Public Service Commission, District 4 - Northern",4,0
Crisp,Absentee by Mail,169,"Public Service Commission, District 4 - Northern",164,5
Crisp,Advance in Person,2060,"Public Service Commission, District 4 - Northern",2029,31
Crisp,Election Day,2752,"Public Service Commission, District 4 - Northern",2706,46
Crisp,Provisional,2,"Public Service Commission, District 4 - Northern",2,0
Dade,Absentee by Mail,114,"Public Service Commission, District 4 - Northern",102,12
Dade,Advance in Person,1030,"Public Service Commission, District 4 - Northern",989,41
Dade,Election Day,2283,"Public Service Commission, District 4 - Northern",2202,81
Dade,Provisional,9,"Public Service Commission, District 4 - Northern",9,0
Dawson,Absentee by Mail,311,"Public Service Commission, District 4 - Northern",299,12
Dawson,Advance in Person,3231,"Public Service Commission, District 4 - Northern",3171,60
Dawson,Election Day,3731,"Public Service Commission, District 4 - Northern",3660,71
Dawson,Provisional,11,"Public Service Commission, District 4 - Northern",10,1
DeKalb,Absentee by Mail,8280,"Public Service Commission, District 4 - Northern",7895,385
DeKalb,Advance in Person,72480,"Public Service Commission, District 4 - Northern",71455,1025
DeKalb,Election Day,129376,"Public Service Commission, District 4 - Northern",125714,3662
DeKalb,Provisional,503,"Public Service Commission, District 4 - Northern",482,21
Decatur,Absentee by Mail,269,"Public Service Commission, District 4 - Northern",265,4
Decatur,Advance in Person,1985,"Public Service Commission, District 4 - Northern",1985,0
Decatur,Election Day,3820,"Public Service Commission, District 4 - Northern",3797,23
Decatur,Provisional,5,"Public Service Commission, District 4 - Northern",5,0
Dodge,Absentee by Mail,219,"Public Service Commission, District 4 - Northern",208,11
Dodge,Advance in Person,1690,"Public Service Commission, District 4 - Northern",1648,42
Dodge,Election Day,3173,"Public Service Commission, District 4 - Northern",3077,96
Dodge,Provisional,0,"Public Service Commission, District 4 - Northern",0,0
Dooly,Absentee by Mail,68,"Public Service Commission, District 4 - Northern",66,2
Dooly,Advance in Person,834,"Public Service Commission, District 4 - Northern",796,38
Dooly,Election Day,1783,"Public Service Commission, District 4 - Northern",1753,30
Dooly,Provisional,0,"Public Service Commission, District 4 - Northern",0,0
Dougherty,Absentee by Mail,1050,"Public Service Commission, District 4 - Northern",1016,34
Dougherty,Advance in Person,6272,"Public Service Commission, District 4 - Northern",6241,31
Dougherty,Election Day,16148,"Public Service Commission, District 4 - Northern",16075,73
Dougherty,Provisional,41,"Public Service Commission, District 4 - Northern",37,4
Douglas,Absentee by Mail,1308,"Public Service Commission, District 4 - Northern",1284,24
Douglas,Advance in Person,15797,"Public Service Commission, District 4 - Northern",15705,92
Douglas,Election Day,20398,"Public Service Commission, District 4 - Northern",20313,85
Douglas,Provisional,27,"Public Service Commission, District 4 - Northern",26,1
Early,Absentee by Mail,140,"Public Service Commission, District 4 - Northern",137,3
Early,Advance in Person,890,"Public Service Commission, District 4 - Northern",880,10
Early,Election Day,2163,"Public Service Commission, District 4 - Northern",2156,7
Early,Provisional,3,"Public Service Commission, District 4 - Northern",3,0
Echols,Absentee by Mail,19,"Public Service Commission, District 4 - Northern",19,0
Echols,Advance in Person,243,"Public Service Commission, District 4 - Northern",240,3
Echols,Election Day,361,"Public Service Commission, District 4 - Northern",353,8
Echols,Provisional,0,"Public Service Commission, District 4 - Northern",0,0
Effingham,Absentee by Mail,373,"Public Service Commission, District 4 - Northern",366,7
Effingham,Advance in Person,3036,"Public Service Commission, District 4 - Northern",3024,12
Effingham,Election Day,9204,"Public Service Commission, District 4 - Northern",9149,55
Effingham,Provisional,10,"Public Service Commission, District 4 - Northern",10,0
Elbert,Absentee by Mail,219,"Public Service Commission, District 4 - Northern",215,4
Elbert,Advance in Person,1841,"Public Service Commission, District 4 - Northern",1828,13
Elbert,Election Day,2632,"Public Service Commission, District 4 - Northern",2632,0
Elbert,Provisional,11,"Public Service Commission, District 4 - Northern",11,0
Emanuel,Absentee by Mail,213,"Public Service Commission, District 4 - Northern",206,7
Emanuel,Advance in Person,1187,"Public Service Commission, District 4 - Northern",1165,22
Emanuel,Election Day,3581,"Public Service Commission, District 4 - Northern",3530,51
Emanuel,Provisional,1,"Public Service Commission, District 4 - Northern",1,0
Evans,Absentee by Mail,122,"Public Service Commission, District 4 - Northern",116,6
Evans,Advance in Person,921,"Public Service Commission, District 4 - Northern",910,11
Evans,Election Day,1107,"Public Service Commission, District 4 - Northern",1096,11
Evans,Provisional,0,"Public Service Commission, District 4 - Northern",0,0
Fannin,Absentee by Mail,417,"Public Service Commission, District 4 - Northern",404,13
Fannin,Advance in Person,2268,"Public Service Commission, District 4 - Northern",2217,51
Fannin,Election Day,4216,"Public Service Commission, District 4 - Northern",4124,92
Fannin,Provisional,3,"Public Service Commission, District 4 - Northern",2,1
Fayette,Absentee by Mail,1272,"Public Service Commission, District 4 - Northern",1225,47
Fayette,Advance in Person,18189,"Public Service Commission, District 4 - Northern",17919,270
Fayette,Election Day,22606,"Public Service Commission, District 4 - Northern",22144,462
Fayette,Provisional,13,"Public Service Commission, District 4 - Northern",10,3
Floyd,Absentee by Mail,771,"Public Service Commission, District 4 - Northern",741,30
Floyd,Advance in Person,5763,"Public Service Commission, District 4 - Northern",5708,55
Floyd,Election Day,14210,"Public Service Commission, District 4 - Northern",13999,211
Floyd,Provisional,78,"Public Service Commission, District 4 - Northern",74,4
Forsyth,Absentee by Mail,1655,"Public Service Commission, District 4 - Northern",1581,74
Forsyth,Advance in Person,22647,"Public Service Commission, District 4 - Northern",22342,305
Forsyth,Election Day,32220,"Public Service Commission, District 4 - Northern",31645,575
Forsyth,Provisional,48,"Public Service Commission, District 4 - Northern",46,2
Franklin,Absentee by Mail,198,"Public Service Commission, District 4 - Northern",189,9
Franklin,Advance in Person,1077,"Public Service Commission, District 4 - Northern",1076,1
Franklin,Election Day,3454,"Public Service Commission, District 4 - Northern",3443,11
Franklin,Provisional,1,"Public Service Commission, District 4 - Northern",1,0
Fulton,Absentee by Mail,8864,"Public Service Commission, District 4 - Northern",8461,403
Fulton,Advance in Person,87201,"Public Service Commission, District 4 - Northern",85639,1562
Fulton,Election Day,167468,"Public Service Commission, District 4 - Northern",162611,4857
Fulton,Provisional,2135,"Public Service Commission, District 4 - Northern",2038,97
Gilmer,Absentee by Mail,378,"Public Service Commission, District 4 - Northern",370,8
Gilmer,Advance in Person,2578,"Public Service Commission, District 4 - Northern",2523,55
Gilmer,Election Day,4854,"Public Service Commission, District 4 - Northern",4704,150
Gilmer,Provisional,16,"Public Service Commission, District 4 - Northern",16,0
Glascock,Absentee by Mail,36,"Public Service Commission, District 4 - Northern",32,4
Glascock,Advance in Person,211,"Public Service Commission, District 4 - Northern",205,6
Glascock,Election Day,542,"Public Service Commission, District 4 - Northern",538,4
Glascock,Provisional,0,"Public Service Commission, District 4 - Northern",0,0
Glynn,Absentee by Mail,883,"Public Service Commission, District 4 - Northern",871,12
Glynn,Advance in Person,7098,"Public Service Commission, District 4 - Northern",7060,38
Glynn,Election Day,12102,"Public Service Commission, District 4 - Northern",11994,108
Glynn,Provisional,36,"Public Service Commission, District 4 - Northern",34,2
Gordon,Absentee by Mail,370,"Public Service Commission, District 4 - Northern",353,17
Gordon,Advance in Person,2666,"Public Service Commission, District 4 - Northern",2586,80
